keywords,context,text
graffiti#front#wall#sit,The,The walls of the front of the home are painted with graffiti sitting on it.
hold#hand#lock#tool,The,The man holding the hand of a man with a locked tool in his hand.
tool#piece#rock#chip,The,The piece is a tool to chip away at the walls of the rock.
run#hold#football#kick,The,The club also held a special kick-off football run on wednesday.
pan#scramble#stove#egg,The,"The PAN is arranged in a circle around the stove, and scrambled eggs."
gun#wear#helmet#sunglass,The,The man wearing a helmet and a red sunglasses is wearing a gun nearby.
place#cook#sausage#grill,The,The man is placing a grilled sausage on the grill to cook for dinner.
room#walk#phone#ear,The,The man's ears are walking up and down the phone in a room.
photo#take#hat#wear,The,The man is wearing a hat and is taking a photo of the vehicle.
kid#throw#bunch#ball,The,The kids are throwing a bunch of balls around and they're getting ready.
routine#begin#jump#perform,The,The men began performing a high jump routine and then began to perform yoga.
demonstrate#hand#napkin#fold,The,The man is demonstrating how to folded a napkin with hands and legs.
piece#feed#machine#wood,The,The man is feeding wood to a piece of machine that is behind him.
cup#hold#sit#couch,The,The couch sits on the top of a cup holding a red and white pillow.
throw#target#bullseye#hatchet,The,The bullseye is the target and the hatchet is being thrown.
bike#woode#ride#area,The,The man riding the bike in the area of Woode Avenue and J.
stomp#foot#barrel#grape,The,The barrel of a barrel with grapes is stomped by the foot.
object#turn#throw#walk,The,"The object is to walk around and throw objects around, turn them over."
yard#blower#use#leave,The,The leaves are sometimes used as a blower for the yard or garden.
fall#snow#slope#ski,The,The snow is falling on the slopes of the ski resorts and the snow.
stick#tongue#face#hair,The,The tongue is a stick with hair on it facing up near the front.
pig#turn#spit#roast,The,"The man turns and roars, spitting on the pig and roasting."
work#machine#floor#sand,The,"The first floor is a work in progress with sand, wood and machine."
tree#sidewalk#walk#line,The,The tree is walking on the sidewalk along with other trees along the line.
dress#cross#street#wear,The,The woman is wearing a black dress with a cross on the main street.
rope#tree#chainsaw#cut,The,The tree was cut down with chainsaw and rope on a sunny day.
hat#shirt#wear#sleep,The,The man wearing a black shirt is sleeping on a white teddy bear.
dish#wear#glove#wash,The,The man is wearing a white gloves and washed up clothes on a dish.
water#balloon#throw#fill,The,The balloon is filled with water and thrown into the air by a man.
dance#performer#audience#stage,The,The performers were dancing to the stage when an audience member approached them again.
hold#blow#fire#stick,The,The man is holding a stick that is blown up with a fire extinguisher.
sit#binocular#look#floor,The,"The bathroom is sitting on a tile floor, looking out over a binocular."
hand#throw#card#hold,The,The man is holding a card that he throws at the woman's hands.
arm#table#wrestle#sit,The,"The man is sitting on a table, wrestling with his arm in pain."
wait#sit#friend#arrive,The,The man is waiting to sit down and arrived with his friend at 6.
laugh#room#open#door,The,"The room was opened by a door, which was laughing at the scene."
yawn#mouth#hand#cover,The,The mouth is covered by a small mouth on the left hand of the lawn.
use#object#tool#work,The,The tools used to work on the object are similar to those used elsewhere.
dance#shuffle#foot#music,The,The music is slowly shuffling its feet as the dance of the dancers.
motorcycle#wear#uniform#ride,The,The man is wearing a black uniform and riding a motorcycle with a red stripe.
jump#ramp#hill#ride,The,The ride was designed to jump the hill at the front of the ramp.
head#stand#move#leg,The,The head of a group of men standing in the legs of a moving vehicle.
game#floor#kid#sit,The,The kids are sitting on the floor playing video games and they are laughing.
stand#front#band#perform,The,The band is performing in front of a large group and is standing alone.
welder#weld#metal#piece,The,The piece was welded to the metal welder in a similar manner.
room#hair#brush#walk,The,The man with hair that is brushed to the side walks into the room.
walk#dog#stick#tongue,The,The dog is walking around with a stick and tongue out of its mouth.
book#read#class#teacher,The,The book is read by a middle class teacher who is also a doctor.
mouth#snow#dog#walk,The,The dog walks around the mouth of the snow with its paw on it.
bench#wife#sit#husband,The,The man and his wife sat on a bench by their husband's tomb.
cover#ramp#jump#graffiti,The,The graffiti is covered with a high-pitched voice jumping from ramp.
reach#swim#end#pool,The,The swimming pool has reached its maximum capacity at the end of the day.
food#table#look#stand,The,The table below shows the number of food stands that look like they belong.
exercise#gym#machine#arm,The,The gym is armed with a machine that can exercise the arms and legs.
mouth#object#carry#dog,The,The dog is capable of carrying objects up to a foot in his mouth.
computer#window#sit#front,The,The computer sitting in front of the window is full of information about it.
table#blow#sit#cake,The,The cake is sitting on a table that has been blown up to make it appear.
street#officer#horse#ride,The,The horse was a three-year-old horse riding in the street.
wait#board#train#crowd,The,The crowd is waiting for a train on the boardwalk of the island.
wax#strip#pull#chest,The,The man pulls the strip off his chest and waxes his chest.
beach#hat#wear#walk,The,The beach is wearing a hat and walking on the beach next to it.
sidewalk#walk#park#car,The,The car is parked on the sidewalk and walkways next to the building.
background#stand#music#crowd,The,The crowd of people stood in the background of the music as the crowd.
air#let#balloon#blow,The,The balloon is blown up to let the air out of the balloon envelope.
hand#demonstrate#bathroom#wash,The,The man is demonstrating how to wash a bathroom with hand sanitizer.
brush#apply#lipstick#lip,The,The lip is applied with a brush and the lipstick is then rinsed.
ride#rope#hold#horse,The,The horse is holding the rope while the man rides the horse with it.
restaurant#order#sit#wait,The,The restaurant sits in the same order as the waiters and waitresses.
exercise#pull#weight#gym,The,The gym pulls its weight in the form of exercise and a healthy lifestyle.
son#teach#bike#ride,The,The man is teaching his son how to ride a bike in the park.
step#sit#shoe#put,The,The man is putting a shoe on someone's step and sitting on it.
watermelon#eat#hold#hand,The,The man holds up a watermelon to eat with his hands on it.
blow#use#bubble#bottle,The,The bottle is commonly used to blow out the bubbles in a glass bottle.
punch#wear#glove#bag,The,The man is wearing a bag with a bunch of gloves on his hands.
driveway#ramp#bicycle#ride,The,"The ride is on the bike, the ramp is on a bicycle driveway."
tie#demonstrate#step#necktie,The,The man demonstrates his necktie with a step to tie up his shirt.
crowd#sword#swallow#performer,The,The young performer is wearing a sword as she swallows a large crowd.
key#piano#press#sit,The,The man is sitting on the keys of a piano and pressing a button.
apply#wax#hair#remove,The,The hair was removed and applied to waxed hair in the same fashion.
snow#ball#kid#roll,The,The ball was rolled to the kid in the snow next to the tent.
wear#climb#rock#pant,The,The Panthers are wearing their alternate colors to climb into the top of rock.
blow#comb#hair#nose,The,The woman is blowing her nose with her hair combed into a bun.
dress#dance#music#lady,The,The lady is dressed in black and has a dance music video for it.
balance#pole#tightrope#walk,The,The man balances on a tightrope while walking on a wooden pole.
push#table#stand#puck,The,The man is pushing a table with a puck that is standing on it.
catcher#slide#home#tag,The,The cat is tag-teamed by a home with sliding glass doors.
talk#phone#walk#toddler,The,The toddler is talking and walking around the phone with a few other toddlers.
spectator#bike#jump#watch,The,The man jumped over the barricade to watch the spectators on his bike.
shuffle#deck#table#sit,The,The deck is sitting on a table with a shuffleboard and balls.
kiss#flower#hold#cheek,The,The flowers are holding a cheeky kiss to each other over the camera.
kid#tree#pick#fruit,The,The kids are picking up the fruits of a tree that was planted long ago.
guitar#stage#shirt#wear,The,The man is wearing a blue shirt and is on stage with a guitar.
open#bottle#hit#wall,The,The album opens with a bottle of water hitting the wall next to him.
wave#surfer#wetsuit#catch,The,The waves are caught in the surfers wetsuit as they swim.
cross#stand#arm#look,The,The man is in his arms and looks at the cross standing in it.
tear#cheek#eye#roll,The,"The eye rolls are a cheeky, but sometimes funny, tear."
vegetable#kitchen#chef#chop,The,The chef is cutting the vegetables in the kitchen with a cutting board.
doctor#demonstrate#blow#nose,The,The doctor demonstrates how to blow the nose with a needle and other items.
sit#drum#table#pen,The,The table below shows the numbers of drum sitters in each of pen.
lady#look#wear#shirt,The,The lady is wearing a black and white shirt that looks like it belongs.
spray#can#wall#paint,The,The painted walls of the cannery have sprays of paint on them.
walk#move#hand#continue,The,"The man continues to walk away, then moves his hand to his pocket."
shirt#clean#window#wear,The,The man is wearing a red shirt and cleaning a glass window at home.
hold#walk#rope#pole,The,The man is holding a rope and is walking towards the pole with it.
game#referee#whistle#blow,The,The referee blows the final whistle for the final game of the regular season.
dog#return#owner#stick,The,"The dog is returned to its owner, who sticks it in a pen."
dry#hand#dryer#wash,The,The dried up dried up hand washed dryer in the corner of the room.
ear#pain#pierce#feel,The,"The girl is feeling pain, she is pierce with the earrings."
body#water#move#boat,The,The water moves across the body of water in a boat or kayak.
pin#hold#balloon#pop,The,The balloons were held by a pop-up pin in the middle of.
shirt#smile#hair#wear,The,The woman is wearing black hair and a black shirt and smiling at camera.
water#bird#wing#spread,The,The bird is spreading out into the water with each wingbeat of it.
store#front#sweep#sidewalk,The,The sidewalk was sweeping in front of the store as people walked by it.
kiss#arm#neck#wrap,The,The man wraps his arms around her neck and kisses her on the forehead.
blow#lay#bubble#bed,The,The bed is laid out with a bubble that will blow out of it.
dog#chase#move#broom,The,The dog is chasing a red broom and moving across the grassy field.
use#tissue#wipe#nose,The,The nose is also used to wipe tissue off of a man's nose.
tongue#lie#back#stick,The,The young man is lying on the back of a Tongue Stick.
arm#work#weight#lift,The,The man is working with the weight lifting arm of the United States Army.
jump#ball#air#hit,The,The ball was hit in the air and it jumped up into the air.
stand#log#chop#axe,The,The man is standing by a log and cutting an axe in half with it.
hang#paint#building#rope,The,The building has been painted with a rope hanging from the top of it.
piece#floor#puzzle#put,The,The pieces are put together to form a puzzle on the floor of the room.
tree#branch#climb#jump,The,The tree is climbing up the branch and then jumps down to the ground.
time#dog#snow#experience,The,The dog experienced some sort of illness at the time of the snowfall.
look#distance#hat#wear,The,The man is wearing a hat with a short distance to his left looking down.
compete#eat#hand#contest,The,The man is competing in a hand-to-hand contest to eat.
building#dog#watch#enter,The,The dog entered the building and watched the man go to the next room.
referee#coin#flip#player,The,The player must flip the coin to decide if the referee is a player.
pick#truck#can#dump,The,The man is picked up by a can truck and dumped in the parking lot.
beer#drink#talk#table,The,The man is talking about a table that has drinks and a beer on it.
hair#apply#dye#bathroom,The,The purple dye applied to the bathroom has brown hair on top of it.
bus#walk#street#front,The,The bus is parked in front of a walk-up on the street.
point#ride#film#view,The,"The film was viewed by 2,000 people and ridden by 7 points."
front#braid#sit#hair,The,The braid is long and long with long hair sitting in front of it.
paper#hand#fold#sheet,The,The paper folded into a sheet with a hand-painted image of Mr.
stand#skip#river#rock,The,"The river is still frozen, and the skiers are standing on rocks."
hold#sit#table#hand,The,The table is sitting in the middle of the hand holding it up to show.
question#hand#answer#raise,The,The question raised by someone is answered by someone's hand at the answer.
balloon#twist#demonstrate#shape,The,The balloon is shown in the shape of a heart and demonstrates several twists.
toilet#wear#clean#glove,The,The man is wearing a gloves to clean the toilet and a white shirt.
write#problem#explain#board,The,The board explained that the problem was not with the writing itself but rather.
sheep#wool#clipper#shear,The,"The sheep are in the wool, the clippers are on the shears."
bag#hold#sidewalk#walk,The,The man is holding a bag of marijuana while walking down the sidewalk nearby.
couple#hand#sidewalk#hold,The,The couple held a peaceful protest on the sidewalk in front of their hands.
donut#kid#sit#eat,The,The kids are sitting around eating donuts and they are getting ready to go.
rink#routine#perform#skate,The,The men are performing a routine on a skate board with rinks behind them.
kitchen#food#prepare#cook,The,The kitchen is prepared with dishes that cook up to two times as fast.
teach#give#dog#treat,The,The dog is given a treat from the teacher and is then given food.
umbrella#hold#wear#dress,The,The man is wearing a red and white umbrella and holding a black dress.
traffic#sit#bench#watch,The,The traffic sits on the bench while people watch it from the main traffic.
headphone#listen#walk#music,The,The man is listening to music while walking with his head bowed in prayer.
ride#watch#hat#bull,The,The bull is watching the man with his hat riding up behind the horse.
stick#pant#shirt#hold,The,The man in black shirt holding a white pant with a stick in it.
bench#lady#stand#sit,The,The ladies are sitting on a bench and are standing next to each other.
straightener#use#hair#straighten,The,The straightener is used to straighten hair on the back of people.
jean#jacket#street#walk,The,The man in black jacket is walking down the street with a black jeans.
tree#swing#rope#water,The,"The water is still strong, but the ropes are swinging around the tree."
peel#hand#knife#orange,The,The orange-and-red hand with a knife in it peels off.
hold#hand#pet#goat,The,The goat is holding a hand up to his face and petting it.
hit#golfer#hole#ball,The,The golfers hit the ball with a hole in it and golfers.
cymbal#stick#set#hit,The,The man is set to appear incymbals and hit sticks next.
strip#eyebrow#wax#apply,The,The strip is applied to the eyebrows and waxed to a medium length.
snow#wear#dog#coat,The,The dog is wearing a coat with snow on the back of the jacket.
bike#jean#shirt#ride,The,The man in black shirt is riding a bike through the jeans and boots.
use#grind#machine#meat,The,The machine grinds the meat using a series of grinding wheels on it.
sleep#fire#front#dog,The,The dog is sleeping in front of the fire with its paws on it.
sit#enjoy#drink#bar,The,The bar is also where customers can enjoy a drink sitting at the counter.
wear#handle#glove#snake,The,The man is wearing a snake-like glove handle on his left hand.
bubble#wear#shirt#blow,The,The man wearing a blue shirt is blowing bubbles in the middle of the room.
watch#drink#beer#game,The,"The game is watched by about 300,000 people a day drinking beer."
crowd#field#cheer#game,The,The crowd cheered as he appeared on the field for the first time since game.
cheer#team#fan#game,The,The team is a fan of the chess game as well as other games.
nose#dog#walk#lick,The,The dog is licking the nose of the man walking next to him.
sit#dog#watch#owner,The,The dog sits by the owner while they watch a video of their dog.
floor#drop#lift#barbell,The,The barbell is lifted and the lifting is dropped on the ground floor.
give#glisten#nod#eye,The,The glisten gives a hint of the eye of a smoky.
feed#milk#goat#bottle,The,The woman is feeding a bottle of milk to a small goat in the yard.
massage#table#lay#neck,The,The table below lays out the velocities at which neck massages.
worker#work#night#highway,The,The work was done by a highway workers' union at night in 1934.
street#walk#meet#friend,The,The friends and family of George Floyd met on the street and walked him home.
leave#yard#blow#continue,The,"The leaves were blowing in the wind, and the yard continued to grow."
wine#glass#drink#hold,The,The man holds a glass of wine and drinks it from a glass beside him.
water#dog#drink#bowl,The,The dog is drinking from a bowl of water that is next to it.
horse#jump#jockey#barrier,The,The horse jumped over the barrier and jockeyed for the finish line.
mouth#put#pipe#smoke,The,The pipe is putting out smoke from the mouth of a man with glasses.
dip#paint#brush#paint,The,The painted nails are brushed with a paint dipping agent on a wooden surface.
sit#couple#bench#view,The,"The couple sat on the bench, viewed each other for a few minutes."
look#wear#jacket#dog,The,The dog is wearing a black jacket and looks to be in good condition.
sit#ride#shoulder#unicycle,The,"The man is riding a unicycle, sitting on his shoulder and leaning."
dog#tooth#bare#run,The,The dog runs through the snow with his teeth bared and barefoot.
skate#stick#hold#ice,The,The ice is held in place by skates and stick on the floor.
dog#sit#harmonica#couch,The,The dog sits on the couch and harmonica plays in the other room.
bobsle#jump#run#push,The,The boy is running away and jumping on a bobsled and pushing it.
sock#wear#put#foot,The,The man is wearing a long-socks and put his foot down.
room#watch#dance#sit,The,The man is sitting in a room that has been watched by other dance.
break#kick#board#hold,The,The board held a special session to kick off the process to break up.
swim#touch#pool#wall,The,The swimming pool has been touch up and the walls are being repaired around it.
potato#hand#peel#peeler,The,The salad is laid out on a cutting board and peeled off with hand tongs.
chair#look#sit#newspaper,The,The newspaper sits on the lawn of a new building looking out over the chair.
jump#rider#air#bike,The,The rider jumps into the air with his bike and hurls it.
drive#street#walk#car,The,The man is driving a car on the street and walks away from it.
use#give#demonstrate#instruction,The,The instruction is given to demonstrate the use of the C language in practice.
side#game#watch#continue,The,The game continued as a side-scrolling action game with a watch.
appear#screen#word#logo,The,"The logo appears on the screen of the word ""Rompers Inc."
lap#ask#sit#hug,The,The man and woman are asked to sit on the lap of a hug.
headphone#room#drum#wear,The,The man is wearing a headphone and drum in his room at home.
jean#shirt#sidewalk#walk,The,The man in black shirt and jeans is walking down the sidewalk with something.
leg#lay#back#stretch,The,The leg stretch is laid out on the back of the chair facing you.
blow#hair#brush#dry,The,The hair is blown dry with a brush and the skin is rinsed.
tie#boat#dock#pull,The,The boat is pulled up to the dock by a tow truck and tied.
take#wedding#photographer#picture,The,The wedding took place in a picturesque location with local photographers on hand.
building#street#surround#walk,The,The building is surrounded by a grassy street with walkways and gardens.
cut#comb#scissor#hair,The,The man is cutting hair with scissors and combing it with a hair cutter.
sit#floor#massage#foot,The,The young woman is sitting on the foot of a massage table on the floor.
climb#top#rope#slide,The,The man climbing the top of the rope is slowly sliding down the rope.
swim#watch#kid#pool,The,The kids are watching the swimming pool and the sun is coming up over them.
buy#wait#cream#line,The,The line was waiting for the cream to be bought from a nearby market.
hair#bathroom#clipper#cut,The,The bathroom has a white clipper with cut hair on the top corner.
talk#sit#listen#microphone,The,The man is talking to a man sitting on the microphone while listening intently.
house#build#front#stand,The,The house was built in front of a stand of trees in 1883.
field#jump#track#practice,The,The field is open to men and women who are jumpers and track.
device#clean#house#gutter,The,The device is housed in a gutter that is clean of any debris.
check#tire#pressure#gauge,The,The tire is checked out by a gauge and pressure reading from the engine.
read#story#teacher#listen,The,The teacher listens to the story and reads it to the students in class.
give#professor#student#lecture,The,The students gave lectures on the history of the university and the professors taught them.
demonstrate#eyebrow#makeup#apply,The,The woman is demonstrating how to apply makeup to her eyebrows and other parts.
shake#talk#sit#chair,The,The man is sitting and talking and shaking his chair up and down again.
carry#beach#shoe#walk,The,The man is carrying a walkie-talkie on beach with shoe.
cup#drink#sit#chair,The,The man is sitting in a chair and drinking a cup of coffee nearby.
wave#crash#ocean#swim,The,"The waves are swimming in the ocean, but they are crashing on it."
ball#watch#side#throw,The,The man is throwing a ball on the side of the road while watching.
take#blow#hit#smoke,The,The smoke was taken off and the fire was blown out by a hit.
background#tie#tie#music,The,"The music ties in with the background of the film, tying into it."
cube#eye#close#solve,The,The cubes are then solved by the eyes of a closed-circuit camera.
shave#clipper#pair#beard,The,The pair of white clippers with a beard are in the same cave.
ride#sail#sand#attach,The,The sand was attached to the sail and the sail was riding on it.
take#father#picture#son,The,The father took the picture of his son in front of the altar himself.
race#dog#muzzle#wear,The,The dog is wearing a muzzle for the first race of the new year.
vehicle#store#park#front,The,The vehicle is parked in front of a store on the corner of St.
wear#lady#clothing#stand,The,The lady is wearing a black dress and is standing in the middle of clothing.
fall#leave#dog#run,The,The dog is running away and leaves the man to fall asleep on the couch.
painter#paint#window#building,The,The painting is a window into the life of a painter in the building.
lens#eye#hold#place,The,The man is holding his eyes to ensure that they are in their place.
wear#run#number#shirt,The,The man in black is wearing a number of shirts that are running together.
carry#suit#briefcase#walk,The,The suit is being carried by a briefcase that is walking across it.
hand#mug#hold#handle,The,The man is holding a mug that has a handle with a red hand.
wear#ramp#ride#skateboard,The,The skateboard is worn on the skateboard and rides on the ramp.
room#walk#hit#ball,The,"The ball is hit in the living room, then walks up the stairs."
watch#front#stand#table,The,The man is standing in front of a table with a watch on it.
wash#help#mother#dish,The,The mother of a boy who is helping to wash dishes at a restaurant.
cloth#shoe#bottom#clean,The,The cloth is clean and the shoes are well cleaned from the bottom up.
foot#bed#lie#massage,The,The woman lies on the bed and begins to massage her feet and hands.
stand#mountain#top#look,The,"The top of the mountain stands out, looking out over the green field."
sit#cut#piece#table,The,The table below is a table with a cut-out sitting on a piece.
hair#laugh#shave#friend,The,The man is getting his hair cut by his friend and laughing with him.
parade#carry#instrument#dress#costume,The,The man is dressed in a costume and carries instruments in a parading costume.
food#chef#prepare#front#grill,The,The chef is preparing food on the grill in front of the large window.
dive#throw#retrieve#pool#object,The,The pool has been thrown up to retrieve the object from the dive site.
lead#street#march#major#band,The,The band then marched down Main Street leading a major in the American Revolution.
front#stand#car#take#photo,The,The photos taken in front of a car stand in the parking lot below.
menu#waiter#read#stand#table,The,The waiter is standing behind the table and reads the menu to the diners.
current#jostle#hold#tumble#hand,The,The jostling continued until the current hand was held by someone else.
ride#road#truck#look#vehicle,The,The truck is looking at the road as it rides through a parking vehicle.
raft#pose#kid#water#friend,The,The kids are posing for a group photo with their friends on the water.
sit#dirt#knoll#grass#cover,The,The man is covered in dirt and sits on knoll of tall grass.
wear#hold#desk#microphone#jacket,The,The man holds a black jacket with a microphone and wears a black desk.
leg#stretch#count#lay#floor,The,The leg stretch is laid out on the floor with a count of four.
cover#front#mountain#wear#short,The,"The mountains are covered in short, worn-out front and rear trees."
facility#take#art#class#place,The,The arts facility was taken over by the first class of the same place.
washer#clothe#dryer#take#laugh,The,The man is taking a clothes dryer to the oven and laughing loudly.
shore#fish#watch#boat#suit,The,The fish is in a small boat and watching the suit on the shore.
laugh#clipper#blow#fingernail#clip,The,The clipper was laughing and blowing its fingernails at the clip.
parrot#dog#ball#air#sit,The,The dog sits on the ball of the air and parrots his commands.
side#stand#watch#gymnast#bar,The,The gymnast is standing on the side of a bar while he watches.
carry#toddler#sandal#pillowcase#short,The,The sandal is carried by toddler who shorts and tights on pillowcase.
rub#button#stomach#finger#stick,The,The man with the finger stuck in his stomach is rubber and buttons fastened.
pump#bucket#soda#pour#pump,The,"The water pump is poured into a bucket, and the soda is pump."
front#sit#sidewalk#helmet#scooter,The,The man with a helmet sits on a sidewalk in front of a scooter.
set#drummer#guitarist#stage#middle,The,The drummer is set to stage in the middle of the guitarist's lineup.
money#hold#wait#ride#sign,The,The man is holding a sign that is waiting for money to be ridden.
water#umbrella#runner#give#hold,The,The runner is given an umbrella to hold on to the water in slow motion.
water#fire#talk#wood#pot,The,"The fire is out of the woods, but there is still talk of water."
end#kiss#ceremony#wife#husband,The,The ceremony ends with a kiss from her husband and his wife at the ceremony.
wear#river#jump#short#swim,The,The man is wearing shorts and jumping over the river to swim to safety.
bag#plate#carry#head#rest,The,The plate carries the head of a bag with a rest of several bags.
table#wine#glass#drink#swirl,The,The wine is swirling around the glass on the table next to the drinks.
tire#glove#wear#put#tube,The,The man is wearing a mask and putting gloves on the tube to make it appear.
take#onesie#nap#wear#side,The,The onesie is wearing a nap on her side and is taking off.
vendor#ride#weather#bike#bundle,The,The bike is loaded down with bundles of weather-stripping and vendor rides.
team#score#player#attempt#point,The,The player attempts to score points by attacking the other team's central defenders.
food#grill#serve#street#cook,The,The kitchen serves as a cooking area and food grill on the main street.
number#insert#enter#card#machine,The,The cards are inserted into a machine that enters the number of the cards.
treasure#water#dirt#find#sift,The,The water is found in the dirt of the sift or treasure.
tear#front#laugh#paper#face,The,The paper is face-to-face with a laugh in front of him.
machine#worker#quality#meat#check,The,The worker checks the meat quality to see if there are any black machines.
walk#laugh#sidewalk#smile#wear,The,The man is smiling and wearing a walking sidewalk tote and laughing loudly.
top#wear#smile#flop#skirt,The,The flop is wearing a skirt with a smile on the top of it.
field#pose#crowd#team#background,The,The team is also posing the background for a crowd-sourced field.
view#sunset#building#color#light,The,The building has a view of the sea with sunset and a light colored sky.
toilet#stand#dress#leg#shave,The,The man is dressed in a white shirt and stands with his legs shaved.
picture#tulip#front#kiss#take,The,The man kisses her on the cheek and takes a picture in front of tulips.
equipment#photographer#learn#son#use,The,The photographer uses his equipment to learn about his son and other local residents.
air#hit#gong#fly#bird,The,The birds are hit by a gong and fly into the air again.
bounce#cup#ball#table#top,The,The Ball and the Ball Cup is a bounce table at the top of it.
throw#ball#string#attach#spin,The,The ball is attached to a string and spun to throw it into space.
space#chair#fill#riser#stand,The,The Riser is a stand-alone chair that can be filled with space.
vase#arrange#flower#tutorial#give,The,The tutorial is arranged in the form of a Vase with flowers giving rise.
push#cart#shirt#wear#stripe,The,The man wearing a black shirt and black shorts pushed his cart through the crowd.
clip#sit#nail#chair#cat,The,The cat is sitting on a nail and the clip is on the chair.
put#bread#bag#plate#take,The,The plate is taken to the bread bag and put on the counter top.
hand#cat#pet#lay#bed,The,The cat lays down on a bed with a hand on the pet's face.
wax#leg#pull#hair#put,The,The man pulls his hair back and puts it in a ponytail before waving.
branch#jump#ground#climb#tree,The,The trees are jumping on the branches and climbing on the ground to get away.
newspaper#write#rest#chin#hand,The,The newspaper's hand was written on the chin resting on the newspaper box.
animal#meat#butcher#section#cut,The,"The animal is cut up into sections, butcher meat is added to them."
tire#hit#use#hammer#coach,The,The coach uses a hammer to hit the head of his assistant against the wall.
sofa#shirt#work#laptop#sit,The,The man is working on a laptop with a green shirt sitting on it.
run#dirt#lip#lick#grass,The,The lips of a man licks the grass as he runs through dirt.
pole#walk#stand#head#hold,The,The pole is held by a man walking with his head down and stands.
machine#movement#capture#move#continue,The,"The movement continued to move forward, capturing a number of machine guns nearby."
uniform#perform#stretch#exercise#team,The,The team performed a stretch exercise in which the team members were uniform.
stocking#stripe#carry#wear#multicolor,The,The color of the stripes is carried through the multicolor kitchenocking.
tree#couple#kid#climb#water,The,The couple climbed into the water with the kids and tree in the water.
leg#ball#strike#bowl#roll,The,The ball struck the bowler's leg and was rolled into the bowl.
push#balance#ball#hand#foot,The,The ball is pushed by the hand of a man balancing on his foot.
street#case#sunglass#walk#beer,The,The street is in the case where a man walks up to his beer.
ladder#window#stand#squeegee#clean,The,The man is standing in a window squeegee and cleaning the glass windows.
field#sit#head#cow#rub,The,The cows are sitting on the field and the head of a young cow.
float#barrel#wreckage#piece#body,The,The body of a man floating in the wreckage of a piece of barrel.
follow#close#car#walk#frame,The,"The car closed in on the frame, followed by a man walking towards it."
put#track#watch#marble#roll,The,The tracks were put in place to watch the marble roll into the sea.
tie#knot#rope#connect#waist,The,The ropes are tied to the waist and connected to the knot with rope.
crowd#stage#concert#jump#surfs,The,The crowd at the first stage of the surfs jump concert in Melbourne.
hold#bar#weight#shoulder#squat,The,The bar is holding a sliver of weight and squatting on shoulders.
grow#day#water#beach#turn,The,The beach is turned over to the water and the growing day of May.
kilt#dress#stand#front#bagpipe,The,The girl is dressed in a bagpipe and stands in front of kilt.
jump#hose#pool#spray#dog,The,"The pool has waterfalls, waterfalls with dog spray and huts."
climb#wear#wall#gear#attempt,The,"The walls are wearing out, and they attempt to climb out with gear."
team#quarterback#throw#pass#game,The,"The team threw in the game as a pass to the quarterback, Dr."
toddler#music#dance#pink#dress,The,The girls are dressed in pink and dance to music with a teddy bear.
chalk#ground#write#hold#box,The,The man holds a box of chalk and writes on the ground with it.
jug#table#sit#slice#juice,The,The man sits on a table with slices of juice and jugs of juice.
cubicle#slope#wire#hang#snowboarder,The,The snowboarder is hanging out on the slope with his cage wire.
blow#bubble#wand#solution#dip,The,The Magic Wand is blown up by a bubble-like solution of dip.
pelican#float#food#watercraft#cut,The,The watercraft was cut off from the Pelican floating food and water.
wear#stare#clothing#color#stand,The,The man is wearing a gray colored shirt and stands with his clothing staring down.
heel#receive#news#kick#joy,The,The news received a positive reaction from fans and critics who enjoyed the kick.
stick#lady#sit#hold#ground,The,The lady is holding a stick and sits on the ground near the ground.
item#hand#slab#smile#sit,The,The man is smiling and sitting on a slab of hand-made items.
head#suit#audience#wear#cover,The,The suit is wearing a black jacket with a red head covering and audience.
bite#collar#bed#dog#cat,The,The dog is biting the cat and the collar is on the bedding.
floor#tip#foot#toe#stand,The,The ground floor is standing-room only with its toe tips up above.
floor#sweep#raincoat#wear#hat,The,"The raincoats sweep the floor, wearing hat and cloak over it."
bridge#look#shirt#hold#bottle,The,The man in white shirt is looking at the bridge holding a bottle of champagne.
shirt#wear#race#run#sunglass,The,The man is wearing a red shirt and running towards the race with sunglasses.
hand#stage#award#shake#receive,The,The award was handed out to the man who received the highest stage shake.
hand#car#drive#smile#cup,The,The man is smiling and is driving a car with a hand-painted cup.
ride#wear#horse#redheade#costume,The,The horse is wearing redheade costume and riding on a red horse.
use#skin#tool#apple#peel,The,"The tools used include apples, peaches, grapes and other local skin."
wear#sweater#boot#swing#hang,The,The boots are worn by a pair of boots hanging by a swinging sweater.
kid#event#perform#school#practice,The,The kids are performing at a school that is practicing for an upcoming event.
player#bus#listen#coat#wear,The,The bus is wearing a red coat while the players are listening to music.
ticket#dress#sidewalk#sailor#hold,The,The sailor is dressed up as a sidewalk to hold up a ticket for parking.
swimmer#stroke#swim#pool#side,The,The swimming pool has a side-swimming pool and a side stroke pool.
dirt#push#pile#rock#bulldozer,The,The bulldozer pushed the dirt pile to the side of the rock wall.
eye#shirt#guitar#jean#close,The,The man in black shirt and jeans closed the guitar with his right eye.
side#drive#blow#snow#blower,The,The snow blower is driven by a single blow on either side of it.
open#turn#handle#close#door,The,The doors were closed and the handle was turned and opened by a man.
pound#place#wall#mallet#brick,The,The walls were placed in a mallet to pound the brick into shape.
