keywords,context,text
cut#saw#wood#hold,The,The man is holding a sawed-off shotgun and cutting wood with it in the woods.
look#lab#scientist#microscope,The,The lab is looking at the microscope and the scientists are going to be looking at it.
street#walk#pose#picture,The,The man in the picture is posing with a walkie-talkie on the street.
knuckle#crack#hand#finger,The,"The man is then handed a crack of the finger, and knocks him unconscious with it."
stand#fly#beach#kite,The,The kite is flying low over the beach and is standing on the edge of the water.
sit#table#stand#room,The,The two men are standing in a room with a table and a sitting room behind it.
trapeze#net#fall#practice,The,The net falls to the ground as it is struck by the Trapeze during practice.
ride#picture#camel#take,The,The ride takes a picture of the camel as it travels through the arid desert region.
read#newspaper#work#way,The,The newspaper reads that he worked as a way to read and write for the blind people.
wash#water#hand#turn,The,"The water turns red, and the hand is washed away by the tide of the sea."
roof#gutter#clean#stand,The,The roof of a gutter has been cleaned up and is now standing in the middle.
puddle#water#dog#splash,The,The dog splashes around in the water and puddles up on a wooden pier.
ball#beach#dog#carry,The,The dog is carrying a ball on the beach next to a man who is playing football.
player#game#shoot#goal,The,The game was shot on location with the player's goal in the middle of the field.
river#bungee#bridge#jump,The,The bungee bridge is a high jump bridge over the river on the opposite side of town.
couple#walk#fall#tree,The,The couple fell in love and they walked down the aisle on their wedding day in trees.
street#carry#cone#worker,The,The workers are carried out of the street with cones and other equipment by local police officers.
paper#pen#calligraphy#write,The,The paper was written in the early 1980s and calledigraphy was in its pen.
fire#juggle#light#ball,The,The ball was juggled between the fire and the light of the ball in the sky.
chop#piece#axe#wood,The,"The piece of wood is chipped, but it does not appear to be from an axe."
class#project#front#present,The,The project was presented in front of the Class of 2021 at the University of South Carolina.
cage#hold#put#snake,The,"The snake is put in the cage, and the man holds it up to the camera."
clean#follow#dog#pool,The,"The dog is clean and well cared for, following a regular grooming by the swimming pool."
car#lap#drive#sit,The,The man is sitting on a lap and is driving his car around the parking lot area.
cross#vehicle#drive#street,The,"The vehicle crosses the street, driving through the middle of the intersection and into the alley."
burn#piece#image#wood,The,The image of a burning wood is one of the most famous pieces of Native American art.
shoot#basketball#hoop#trampoline,The,The hoop is shot through a trampoline and into the basketball hoop on the opposite side.
lay#bed#rub#foot,The,"The young girl laying on her bed, with her foot on the headboard and rub."
chase#dog#rabbit#snow,The,"The dog is chasing a rabbit in the snow, and the dog chases the rabbit."
pack#suitcase#talk#clothe,The,The suit is the first suit to be brought by a woman against a pack of suitcases.
paper#spray#paint#piece,The,The paper paints a picture of a piece of equipment that has been used by police officers.
sit#read#piano#music,The,The man is readying a piano sitting in the middle of the music room of his home.
game#table#domino#sit,The,The table below is a list of the most common dominoes that sit in games.
bring#dog#toy#owner,The,"The dog is brought to the owner's house, where it is stuffed with various toys."
stick#twirl#end#fire,The,"The end of the twirling, the end of a stick and a fire in it."
knife#orange#cut#slice,The,"The man cutting a slice of pizza with a knife, an orange and a red ribbon."
ride#wheelie#pop#motorcycle,The,The motorcycle is parked in the parking lot of a popular pop-up wheelie ride.
kite#fly#sky#park,The,The sky is filled with kites flying in the park next to the parking lot area.
set#sit#drum#cymbal,The,The cymbals are set to sit on the drum and not on the cymbal.
fly#spark#weld#pipe,The,The man is welded to a pipe that sparked and he was flying through the air.
solve#instruction#give#cube,The,The man is giving instructions to the cubes that must be solved in order for them to.
fetch#water#dog#ball,The,The dog is fetching the ball over the water with both paws in slow motion.
brush#hair#hand#face,The,"The man with black hair is facing the camera, with his hand on a black brush."
stick#catch#beach#dog,The,"The dog is caught by a stick on the beach, and the dog is subsequently slaughtered."
open#cork#wine#bottle,The,"The wine bottle was opened by the cork, and a bottle of red wine poured out."
chip#beer#drink#eat,The,The man is eating a hot dog and drinking a beer with a chip on his shoulder.
basketball#shoot#basket#dribble,The,The men's basketball team was shooting baskets in the middle of the dribble against No.
sle#race#dog#cheer,The,The dog is in the race to be the first sled dog to win the grand prix.
swim#pool#stroke#perform,The,The swimming pool has been a stroke of good fortune to the newlyweds and performed well.
shake#wear#suit#hand,The,The man is wearing a suit and is shaking his hand as he shakes the other hand.
count#table#money#sit,The,The table below shows the number of people sitting in a money counting machine in the U.
wear#glove#wrap#bandage,The,The bandage wraps around his left hand and is wearing a bandage on his glove.
glove#wear#dye#hair,The,The dye is worn off with the hair and then it glows red for a day.
music#watch#climb#wall,The,"The music video for ""I'll Look You In The Eye"" climbed to the wall."
worker#jacket#wear#hat,The,"The man is wearing a hat and a jacket, and has a Workers' Party membership card."
coach#practice#basketball#gym,The,The men's basketball coach is practicing in a gym at the University of South Carolina campus.
sidewalk#stuff#walk#carry,The,The woman is carrying stuffed animals and walks with a walker through the sidewalk of St.
ball#talk#demonstrate#juggle,The,The man is shown talking to the ball and then demonstrating how to juggle the ball.
smoke#cigarette#walk#street,The,The man is walking down the street with a cigarette in one hand and Smoke 2.
prepare#kitchen#chef#meal,The,The chef prepares a meal in the kitchen of the restaurant on the first floor of St.
track#run#number#greyhound,The,The track was also used in a number of greyhounds running in the United Kingdom.
watch#crowd#event#gather,The,The crowd gathered to watch the event was largely composed of men and women in their 20s.
perform#run#flip#wall,The,"The trick is to not run out of water, but to perform a flip on the wall."
sit#movie#watch#couple,The,The couple are watching the movies together while sitting on the couch next to each other alone.
fish#hand#tank#feed,The,The fish is fed on the right hand side of the tank and is a tropical fish.
bull#ride#hand#air,The,The bull is ready to be ridden in the air with the right hand and the rider.
athlete#perform#meet#jump,The,"The athlete performs a high jump, and then they meet the athlete in the same position."
snow#driveway#shovel#shovel,The,The shovel is in the driveway with snow on the ground and a snow plow shovel.
stretch#stand#arm#wall,The,The wall stands in the middle of a stretch of arable and arable arable.
graffiti#front#wall#sit,The,The walls of the front of the home are painted with graffiti that has been sitting there.
hold#hand#lock#tool,The,The man is holding a hand-held tool and is locked in place by a strap.
tool#piece#rock#chip,The,The piece was also a tool to chip away at the hard-core rock music scene.
run#hold#football#kick,The,The club also held a special kick-off event for fans who ran out of football.
pan#scramble#stove#egg,The,"The PAN is arranged in the form of a stove, a scrambled egg, and bread."
gun#wear#helmet#sunglass,The,The man wearing a black helmet and a red sunglasses is wearing a gun on his lap.
place#cook#sausage#grill,The,The man is placing a grilled sausage on a plate and cooking it on a wooden cutting board.
room#walk#phone#ear,The,The man is walking down the room with his ears to the phone in his left hand.
photo#take#hat#wear,The,The man is wearing a hat that has been taken off by a photojournalist behind him.
kid#throw#bunch#ball,The,The kids are throwing a bunch of balls around and they're getting ready to do something.
routine#begin#jump#perform,The,"The men began performing jumping jacks, while the woman performed a routine in which she."
demonstrate#hand#napkin#fold,The,The man is demonstrating how to fold a napkin with his hands and then demonstrates how to do it.
piece#feed#machine#wood,The,The larvae feed on the wood and pieces of bark of the machine in the same way.
cup#hold#sit#couch,The,The couch sits on a leather couch that has been held up by a cup of coffee.
throw#target#bullseye#hatchet,The,The bullseye is a hatchet that can be thrown to target a specific target.
bike#woode#ride#area,The,The ride is a wooded area with a bike path around the edge of the park.
stomp#foot#barrel#grape,The,The barrel of the grape barrel is stomped down by the foot of the man.
object#turn#throw#walk,The,"The object is to walk around and throw objects at each other, turn them into weapons."
yard#blower#use#leave,The,"The leaves are sometimes used as a blower for the yard, and sometimes they are."
fall#snow#slope#ski,The,"The snow is falling on the slopes of the ski slopes, but it is not snow."
stick#tongue#face#hair,The,The tongue is a stick with hairs on it that face the pharynx (i.
pig#turn#spit#roast,The,The man turns and roars at the pig who spit at him and rips off.
work#machine#floor#sand,The,"The first floor is a work in progress with sand, wood, tile, and machine."
tree#sidewalk#walk#line,The,The line is walking down the sidewalk with a tree on either side of it's path.
dress#cross#street#wear,The,The woman is wearing a black dress with a cross on the front of the main street.
rope#tree#chainsaw#cut,The,"The tree was cut down by chainsaw, and it was burned to the ground nearby."
hat#shirt#wear#sleep,The,The man wearing a black shirt is sleeping on a white teddy bear in a hat.
dish#wear#glove#wash,The,The man is wearing a white shirt and brown gloves and has washed up on a dish.
water#balloon#throw#fill,The,"The balloon is filled with water, and the boy throws it into the water to cool it."
dance#performer#audience#stage,The,The performers were not able to dance to the stage due to the audience being too close.
hold#blow#fire#stick,The,"The man is holding a stick and fires, but it is blown away by the fire."
sit#binocular#look#floor,The,"The two of them sit on the floor, looking at each other with binoculars."
hand#throw#card#hold,The,The cards are hand-painted and hand-cut to hold a throw of different colors.
arm#table#wrestle#sit,The,The man is sitting on a table and is wrestling with his arms and legs around it.
wait#sit#friend#arrive,The,The man is waiting for his friend to sit down and arrived at the restaurant early morning.
laugh#room#open#door,The,"The room was opened by a small door, which was also open to the outside laughing."
yawn#mouth#hand#cover,The,"The mouth is covered by a small, red patch on the left side of the mouth."
use#object#tool#work,The,The object of the work is to use tools that can be used in the same way.
dance#shuffle#foot#music,The,"The music is shuffled over the dance floor, and at the foot of the stage."
motorcycle#wear#uniform#ride,The,The man in uniform is wearing a black and white motorcycle riding jacket over a black jacket.
jump#ramp#hill#ride,The,The ride was designed to jump the ramp up to the hill at the top of it.
head#stand#move#leg,The,"The man's head was moved off the legs, and he stood up on his feet."
game#floor#kid#sit,The,The kids are sitting on the floor playing video games and they are all over the floor.
stand#front#band#perform,The,"The band also performed in front of a standing room only crowd on May 30, 2020."
welder#weld#metal#piece,The,"The piece was welded to the metal welder, which was connected to the machine."
room#hair#brush#walk,The,The man with black hair is walking in the living room with a brush in his hand.
walk#dog#stick#tongue,The,"The dog is walking with a stick, tongue out, and she is walking towards the camera."
book#read#class#teacher,The,"The book was read by a teacher from the middle class, who was also a novelist."
mouth#snow#dog#walk,The,The dog walks around the mouth of the snow with his paw on the dog's face.
bench#wife#sit#husband,The,"The man's wife sat on the bench, her husband and child by her side nearby."
cover#ramp#jump#graffiti,The,The graffiti was covered up by high-tech graffiti jumpers on the ramps of the bridge.
reach#swim#end#pool,The,The swimming pool has been reached at the end of the driveway by a concrete archway.
food#table#look#stand,The,The table below shows the number of food stands that have been looking for a new location.
exercise#gym#machine#arm,The,"The gym was armed with an automatic machine gun, and he exercised at the same time."
mouth#object#carry#dog,The,The dog is capable of carrying objects up to a foot in diameter with his mouth alone.
computer#window#sit#front,The,"The computer sits in front of a large window, with a monitor behind it and speakers above."
table#blow#sit#cake,The,The cake is sitting on a table that has been blown up to make it look like it.
street#officer#horse#ride,The,The horse was a three-year-old horse ridden by an officer in the street.
wait#board#train#crowd,The,The crowd is waiting for the next train on the boardwalk to go by the station.
wax#strip#pull#chest,The,The man pulls the strip off his chest and waxes it on his own body.
beach#hat#wear#walk,The,"The beach is wearing a hat, and someone walks up to her and says “."
sidewalk#walk#park#car,The,The car is parked in the rear of the station and walking towards the sidewalk of St.
background#stand#music#crowd,The,The music video for the song was directed by a crowd-singer stand-up background.
air#let#balloon#blow,The,The balloon is blown up by the airship and let go by the pilot of it.
hand#demonstrate#bathroom#wash,The,The man is demonstrating how to wash a bathroom with the right hands by using a towel.
brush#apply#lipstick#lip,The,"The lip is applied with a brush, then the lipstick is rinsed off again."
ride#rope#hold#horse,The,The horse is holding the rope while the man rides it down a hill with his horse.
restaurant#order#sit#wait,The,The restaurant is waiting for the order to be sitting on the counter and ready to be served.
exercise#pull#weight#gym,The,The gym pulls out its weights and exercise equipment and the girls are all over the floor.
son#teach#bike#ride,The,The man is teaching his son how to ride a bike in the park next to it.
step#sit#shoe#put,The,The man is putting the shoe on the other foot and sitting on the step of history.
watermelon#eat#hold#hand,The,The man holds up a watermelon that has been eaten by a hand-raking snake.
blow#use#bubble#bottle,The,The bubbles were blown away by the use of a bottle of water to fill them up.
punch#wear#glove#bag,The,The man is wearing a bag over his face and has a bunch of gloves on it.
driveway#ramp#bicycle#ride,The,"The ride is on the bike, the ramp is on a bicycle and the driveway."
tie#demonstrate#step#necktie,The,The third step is to demonstrate that the tie's necktie is attached to the fabric.
crowd#sword#swallow#performer,The,The young performer is then swallowed by a large sword before she is crowd-surfed.
key#piano#press#sit,The,The piano is sitting on the keyboard and the press of a key is heard by people.
apply#wax#hair#remove,The,The hair was removed and applied to the waxed skin of the man's upper arm.
snow#ball#kid#roll,The,The ball was rolled to the kids and they were happy to be there for the snow.
wear#climb#rock#pant,The,The Panthers are wearing their first ever Black and Gold jersey to climb to the top of rock.
blow#comb#hair#nose,The,"The man is blowing his nose with a red hair comb, and is about to say goodbye."
dress#dance#music#lady,The,"The Lady in Red dress is a traditional dress for dance, music, and other events."
balance#pole#tightrope#walk,The,The tightrope walks are balancing on a pole with one foot over the red line.
push#table#stand#puck,The,The man is pushing a small table with a puck that is standing up in the middle.
catcher#slide#home#tag,The,"The catcher tag is used in the home run, sliding, and double play categories."
talk#phone#walk#toddler,The,The toddler is talking to her mother and walks away from her cell phone to the wall.
spectator#bike#jump#watch,The,The man jumped over a fence and started to watch the spectators on his bike from behind.
shuffle#deck#table#sit,The,"The deck is sitting on a wooden table, with a Shuffleboard on the floor."
kiss#flower#hold#cheek,The,The flowers are on the cheek of a man holding a Bible and a kiss from his wife.
kid#tree#pick#fruit,The,The kids are picking up the fruits of a tree that was planted in their living room.
guitar#stage#shirt#wear,The,The man is wearing a blue shirt and has a guitar on stage and is playing guitar.
open#bottle#hit#wall,The,The album opens with a bottle of water that is hit on the wall by a guitar.
wave#surfer#wetsuit#catch,The,The wave of the wetsuit has been caught by surfers on the North Island.
cross#stand#arm#look,The,"The man is in his arms, and looks up to the cross and stands there alone."
tear#cheek#eye#roll,The,"The eye rolls, the cheek tugs, the eyes roll back and forth in frustration."
vegetable#kitchen#chef#chop,The,The chef is cutting the vegetables into small pieces and slicing them into small kitchen.
doctor#demonstrate#blow#nose,The,The doctor demonstrates how to blow the nose with a needle and how to make a smile.
sit#drum#table#pen,The,The drum sits in a pen with a table and chairs next to it and shelving.
lady#look#wear#shirt,The,The lady is wearing a black and white t-shirt that looks like it was designed.
spray#can#wall#paint,The,The painted wall can be used as a spray paint can and can be easily removed.
walk#move#hand#continue,The,"The man continues to walk away, but the woman moves her hand closer to the man."
shirt#clean#window#wear,The,The man is wearing a red shirt and has been cleaning up the windows of the building.
hold#walk#rope#pole,The,The man is holding a rope over the pole and is walking towards the camera with it.
game#referee#whistle#blow,The,The referee blows the final whistle to end the game and the two teams go their separate ways.
dog#return#owner#stick,The,"The dog is returned to its owner, who sticks it in a pen with other dogs."
dry#hand#dryer#wash,The,The dried up dryer is washed by hand and the contents are then dried by fire.
ear#pain#pierce#feel,The,"The girl's ear was pierced with a needle, and she felt pain from the injury."
body#water#move#boat,The,The water moves across the body of the boat as it travels through the water in slow motion.
pin#hold#balloon#pop,The,The balloons were held by a pop-up shop pinned to the front of the building.
shirt#smile#hair#wear,The,The woman is wearing a black shirt with short hair and she is smiling at the camera.
water#bird#wing#spread,The,The bird is spreading out into the water with each wing and it is doing so slowly.
store#front#sweep#sidewalk,The,The sidewalk was sweeping in front of the store when a man in a red and black jacket.
kiss#arm#neck#wrap,The,The man wraps his arms around her neck and kisses her on the head before she drowns.
blow#lay#bubble#bed,The,The bed is laid out in a circle with the bubble being blown out of the middle.
dog#chase#move#broom,The,The dog is chasing a red broom that is moving across the grassy field in slow motion.
use#tissue#wipe#nose,The,The nose is also used to wipe tissue from the nose and to aid in the cleaning.
tongue#lie#back#stick,The,The young man is lying on the back of a lorry sticking out of the snow.
arm#work#weight#lift,The,The man is working with the weight lifted from his arms and shoulders by the electric chair.
jump#ball#air#hit,The,The ball was hit in the air and it jumped up to the third baseman's feet.
stand#log#chop#axe,The,The man is standing by a log and cutting it with an axe in the early morning.
hang#paint#building#rope,The,"The building has been painted with a rope, hanging on the outside of the main entrance."
piece#floor#puzzle#put,The,The pieces are put together to form a puzzle on the second floor of the historic building.
tree#branch#climb#jump,The,The tree is climbing up the branch and it jumps down to the ground next to it.
time#dog#snow#experience,The,The time lapse footage shows a dog that had been experiencing some form of snow and snow.
look#distance#hat#wear,The,The man is wearing a hat with a black and white logo and looks to be distance.
compete#eat#hand#contest,The,The young man is competing in the hand-to-hand competition to eat a contest.
building#dog#watch#enter,The,The dog entered the building and was watched by a man who had been inside the building.
referee#coin#flip#player,The,The player must flip the coin to decide if the player is a female or a male.
pick#truck#can#dump,The,The man is picked up by a truck and dumped in the canals of Los Angeles.
beer#drink#talk#table,The,The man is talking about a table that he has been drinking some beer with his friends.
hair#apply#dye#bathroom,The,The purple dye is applied to the bathroom with the hair of the male character in it.
bus#walk#street#front,The,The bus is parked in front of a long walkway on the main street of it.
point#ride#film#view,The,"The film was viewed by 2,000 people and had been riding at the Point Mugu."
front#braid#sit#hair,The,The braid is long and long with long hair sitting in front of the braid.
paper#hand#fold#sheet,The,The paper folded into a sheet and was handed over to the doctor's assistants for examination.
stand#skip#river#rock,The,"The river is frozen, and the rocks are frozen as well, but the skiers stand."
hold#sit#table#hand,The,The table is in the hands of someone who is holding it and sitting on the table.
question#hand#answer#raise,The,"The question raised by this is answered by the hand of God, who is in it."
balloon#twist#demonstrate#shape,The,"The balloon is shown in the shape of a heart, demonstrating that it can be twisted."
toilet#wear#clean#glove,The,"The man is wearing a gloves to clean the toilet, and is cleaning up the toilet."
write#problem#explain#board,The,"The editorial board explained that writing about the problem is difficult, as it is not possible."
sheep#wool#clipper#shear,The,"The sheep are in the wool, the clippers are on the shears and we."
bag#hold#sidewalk#walk,The,The man is holding a bag that has a walk on the sidewalk in it and people around him.
couple#hand#sidewalk#hold,The,The couple held a peaceful protest on the sidewalk in front of their home with their hands.
donut#kid#sit#eat,The,"The kids are sitting around and eating donuts, and they are getting ready to go."
rink#routine#perform#skate,The,The men are performing a routine with a skate board and can be seen rinking around.
kitchen#food#prepare#cook,The,The kitchen is prepared with dishes that cook up to 70% of the food in it.
teach#give#dog#treat,The,The dog is given a treat from the teacher and is then treated by the other students.
umbrella#hold#wear#dress,The,"The man in black dress is wearing a red and yellow umbrella, holding a silver umbrella."
traffic#sit#bench#watch,The,"The traffic sits on the bench, while a man watches it from behind the closed gate."
headphone#listen#walk#music,The,The man is listening to music while walking with his head bowed and listening to the sound.
ride#watch#hat#bull,The,The bull is watching the horse and the horse is riding the bull and the bull haters.
stick#pant#shirt#hold,The,The man in black shirt holding a white pant and a stick is walking towards the scene.
bench#lady#stand#sit,The,"The ladies are sitting on a bench, and one of them is standing in the middle."
straightener#use#hair#straighten,The,The straightener is used to straighten hair on the sides of the head and above.
jean#jacket#street#walk,The,The man in black jacket is walking down the street with a black jeans and black jacket.
tree#swing#rope#water,The,The water is still strong enough to swing a tree with one of the ropes in it.
peel#hand#knife#orange,The,The man in orange is a pepper-sprayed man with a knife in his hand.
hold#hand#pet#goat,The,The man is holding a black and white hand-painted goat with a white pet goat.
hit#golfer#hole#ball,The,The golfers hit a hole-in-one ball while golfers in the audience.
cymbal#stick#set#hit,The,The man is set to appear incymbals and hit sticks for the first time.
strip#eyebrow#wax#apply,The,"The strip was applied to the eyebrows, which were waxed, and the entire face."
snow#wear#dog#coat,The,The dog is wearing a blue coat with a snowflake on the back of the jacket.
bike#jean#shirt#ride,The,The man in the shirt is a man who is riding a bike through the white jeans.
use#grind#machine#meat,The,"The machine grinds the meat using a series of grinding machines, which grind the meat."
sleep#fire#front#dog,The,"The dog is sleeping in front of the fire, but it is not in the shade."
sit#enjoy#drink#bar,The,The bar is also frequented by people who enjoy drinking and sitting at the same time.
wear#handle#glove#snake,The,"The man is wearing a snake-like glove, which he is handling with his left hand."
bubble#wear#shirt#blow,The,"The man in black is wearing a white shirt, a black cap, and blown bubbles."
watch#drink#beer#game,The,"The game is watched by about 50,000 people a day, drinking beer and laughing."
crowd#field#cheer#game,The,The crowd cheered as he appeared in the first game of a field trip to the U.
cheer#team#fan#game,The,The team is also in the final game of the regular season against the fan-favourite.
nose#dog#walk#lick,The,The dog is licking the nose of the man who walks by on his way home.
sit#dog#watch#owner,The,The dog sits by the owner and watches as the man goes about his daily business alone.
floor#drop#lift#barbell,The,The barbell is lifted up to the upper floor and dropped down to the lower floor.
give#glisten#nod#eye,The,"The glistening eyes, which gave a nod to the camera, were still there."
feed#milk#goat#bottle,The,The woman is feeding a small bottle of milk to a small goat next to the tree.
massage#table#lay#neck,The,The table below lays out the velocities and their mass at the neck of each.
worker#work#night#highway,The,The work was done by the Federal Highway and Transportation Workers Union at night on May 30.
street#walk#meet#friend,The,"The friends and family of George Floyd met at a street walk on May 30, 2020."
leave#yard#blow#continue,The,The leaves are about to be blown away and the yard will continue to be overgrown.
wine#glass#drink#hold,The,The man is holding a glass of wine and drinking it while he stares at the camera.
water#dog#drink#bowl,The,The dog is drinking from a bowl of water that is next to the tiled floor.
horse#jump#jockey#barrier,The,The horse jumped over the barrier and jockeyed for position in front of the fence.
mouth#put#pipe#smoke,The,The pipe is putting out smoke from the mouth of a man who is about to die.
dip#paint#brush#paint,The,The paint is brushed onto a surface using a dipping stick and a paintbrush (e.
sit#couple#bench#view,The,"The couple's views on the bench are similar, and they sit on the same side."
look#wear#jacket#dog,The,"The dog is wearing a black jacket, and looks to be in good health and condition."
sit#ride#shoulder#unicycle,The,The man is riding a unicycle and sits on the shoulder of the bridge over it.
dog#tooth#bare#run,The,The dog runs to the bare ground with its teeth bared and hollers loudly.
skate#stick#hold#ice,The,The ice is holding on to the stick and skates off with it in its grasp.
dog#sit#harmonica#couch,The,"The dog sits on the couch, harmonica in one hand and a pillow in the other."
bobsle#jump#run#push,The,The boy is trying to jump over a bobsled and he pushes the boy running.
sock#wear#put#foot,The,"The man is wearing a long-socks, puts his feet up on his lap."
room#watch#dance#sit,The,The man is sitting in a room that has been watched by several people who are dancing.
break#kick#board#hold,The,The board held a special session to kick off the process to break away from the union.
swim#touch#pool#wall,The,The swimming pool has been touch-and-go since it was built in the walls.
potato#hand#peel#peeler,The,The vegetable salad is ready to be peeled and placed in a potato or other hand.
chair#look#sit#newspaper,The,"The newspaper sits on the lawn of the current chairman, who looks up from his desk."
jump#rider#air#bike,The,The rider jumps into the air with his bike and hurls it down the track.
drive#street#walk#car,The,The man is driving a car that is walking down the street at an intersection with green lights.
use#give#demonstrate#instruction,The,The instruction is given to demonstrate that the use of a conveyance is not necessarily unlawful.
side#game#watch#continue,The,"The game continued as if nothing had happened, as both sides watched each other's actions."
appear#screen#word#logo,The,"The logo appears on the screen, and the words ""Just Born"" are written below."
lap#ask#sit#hug,The,The man is asked to sit on the lap of a woman and hug her for several seconds.
headphone#room#drum#wear,The,The man is wearing a headphone with a drum in it in the living room behind him.
jean#shirt#sidewalk#walk,The,The man in black is walking down the sidewalk with a black and white shirt and black jeans.
leg#lay#back#stretch,The,The leg stretch is done by laying down on the back of a chair and supporting yourself.
blow#hair#brush#dry,The,"The hair is blowing in the wind, the dry and flaky hair is brushed off."
tie#boat#dock#pull,The,"The boat is pulled up to the dock, which is tied to a mangrove."
take#wedding#photographer#picture,The,"The wedding took place in a picturesque location, as the photographers were able to take advantage."
building#street#surround#walk,The,The building is surrounded by a narrow street with a walkway leading to the second floor.
cut#comb#scissor#hair,The,The man is cutting hair with scissors and combing his hair with a hairdryer.
sit#floor#massage#foot,The,The men are sitting on the floor of a hotel room with their feet up and massage.
climb#top#rope#slide,The,The man climbing the top of the rope is slowly sliding down the rope to the ground.
swim#watch#kid#pool,The,"The kids are watching the swimming pool, and they're going to be able to do it."
buy#wait#cream#line,The,The line was waiting to be bought by a creamery in the village of Königsberg.
hair#bathroom#clipper#cut,The,The bathroom has a white clipper with a black hair cut on the top and black hair.
talk#sit#listen#microphone,The,The man is talking to a man who sits on a microphone while listening to a radio.
house#build#front#stand,The,The house was built in front of a standing stone wall that was probably in the middle.
field#jump#track#practice,The,The field is open to the general public to jump on track and practice for the race.
device#clean#house#gutter,The,The device is housed in a gutter that is clean of any debris or other items.
check#tire#pressure#gauge,The,The tire pressure can be checked by gauging the surface area of the tire under load.
read#story#teacher#listen,The,The story is read by a teacher who listens to it from behind the desk of her classroom.
give#professor#student#lecture,The,The students gave lectures on the history of medicine and the institution of medicine as a professor.
demonstrate#eyebrow#makeup#apply,The,The makeup is applied with an eyebrow brush to create a more dramatic effect and to demonstrate.
shake#talk#sit#chair,The,The man is sitting and talking to someone who is shaking and is sitting on the chair.
carry#beach#shoe#walk,The,The man is carrying a walkie-talkie and is wearing a white beach shoe.
cup#drink#sit#chair,The,The woman is sitting in a chair and drinking a cup of coffee next to the window.
wave#crash#ocean#swim,The,The wave of swimmers who crashed into the ocean during the first day of the competition.
ball#watch#side#throw,The,The man is throwing a ball on the side of the track while he watches the action.
take#blow#hit#smoke,The,The smoke was so thick I could not take a blow to the head with a hit.
background#tie#tie#music,The,"The music ties into the theme of the film, tying in with the background of it."
cube#eye#close#solve,The,The Dodd-Walls solve this problem by closing the eye of the Dodd- cube.
shave#clipper#pair#beard,The,The pair of young men with a beard and clippers in the cave next to them.
ride#sail#sand#attach,The,The sand was attached to the sail and the sail to the keel of the ride.
take#father#picture#son,The,The father took pictures with his son and then they both went to the park to play.
race#dog#muzzle#wear,The,The dog is wearing a muzzle for the first time since the race on May 29th.
vehicle#store#park#front,The,The vehicle is parked at the front of the store in the parking lot of the U.
wear#lady#clothing#stand,The,The lady is wearing a black and white dress that stands out against her black and blue clothing.
fall#leave#dog#run,The,"The dog ran away, but was soon after left to fend for himself in the fall."
painter#paint#window#building,The,The painting is a stained glass window depicting the life and works of painters and buildings.
lens#eye#hold#place,The,"The man's eyes were holding a lens, and he placed it on the ground."
wear#run#number#shirt,The,The man in black shirt is wearing a long-sleeved black running number shirt.
carry#suit#briefcase#walk,The,The suit was briefcase with a man walking around carrying it in his left hand alone.
hand#mug#hold#handle,The,The man is holding a mug that has a handle with a red and yellow handprint.
wear#ramp#ride#skateboard,The,The skateboard is worn on the front of a skateboard and rides on the ramp.
room#walk#hit#ball,The,"The ball is hit in the living room, and someone walks up to the doork."
watch#front#stand#table,The,The man is standing in front of a table with a watch and two glasses of champagne.
wash#help#mother#dish,The,The mother of a boy who drowned while trying to help a woman wash up from the dish.
cloth#shoe#bottom#clean,The,The cloth is clean and the shoe is ready to go at the bottom of the oven.
foot#bed#lie#massage,The,The woman is lying on the bed with her feet up by her head and massage table.
stand#mountain#top#look,The,"The top of the mountain stands out, looking out over the green meadow and beyond."
sit#cut#piece#table,The,The table below is a table of some of the pieces that are cut from the sitting.
hair#laugh#shave#friend,The,The man is a friend of the man who shot and killed his friend with a shaved hair.
parade#carry#instrument#dress#costume,The,The man is dressed in a costume and carries a musical instrument in a paraded fashion.
food#chef#prepare#front#grill,The,The chef is preparing food in front of a grill that is being cooked on the stove.
dive#throw#retrieve#pool#object,The,The pool has been recessed into the objects to prevent the throwers from diving into it.
lead#street#march#major#band,The,The band then marched down Main Street leading the major in a march through the local streets.
front#stand#car#take#photo,The,The photos taken in front of the car stand out because they were taken during the event.
menu#waiter#read#stand#table,The,The waiter is standing behind the table and is reading the menu to the diners.
current#jostle#hold#tumble#hand,The,The jostling continued until the current hand was held by someone who had fallen overboard.
ride#road#truck#look#vehicle,The,The truck is looking at the road and the vehicle is riding on the truck's trailer.
raft#pose#kid#water#friend,The,The kids are posing for a group photo with their friends and the water is rippling.
sit#dirt#knoll#grass#cover,The,The man is covered in dirt and is sitting on the grass knoll with a knife.
wear#hold#desk#microphone#jacket,The,The man holds a black jacket with a microphone on it and wears a black wooden desk.
leg#stretch#count#lay#floor,The,The leg stretch is laid on the floor with the legs extended to the left and extended.
cover#front#mountain#wear#short,The,"The mountains are covered in short, worn-out trees in front of me and behind."
facility#take#art#class#place,The,The arts facility was taken over by the National Class of Arts Council (NCAOC).
washer#clothe#dryer#take#laugh,The,The man is taking a dryer out of the oven and laughing as he clothes himself.
shore#fish#watch#boat#suit,The,The fish is in a small boat and is being watched by a man dressed in shore.
laugh#clipper#blow#fingernail#clip,The,The clipper was laughing and blowing its fingernails on the old man's clip.
parrot#dog#ball#air#sit,The,The dog sits on the ball of the air and parrot-like in its attitude.
